ID	date	tweet	is_subjective	sentiment	is_offensive	is_targeted	target
1269974534381342721	Jun 08 2020	ئەونە وا پەرە بە حاشیە ئەدەن، ئەسڵ کارەکەتان بگرتایابەر، ئیسە وەزعمان فەرقی‌ ئەکرد.	yes (+)	negative	no (-)	no (-)	other
1270071772403113987	Jun 08 2020	بەڵێ هەڤاڵان ئاوی ئینسان	yes (+)	positive	no (-)	no (-)	other
1270071688995184642	Jun 08 2020	ئاوی کەوسەر نۆشی سۆفی بێ کە من/ ئاوی ئینسان، یەعنی ماچی دەم دەخۆم	yes (+)	neutral	no (-)	no (-)	other
1270068640675778567	Jun 08 2020	وەرە ئینسان ئەوەندە موهیم بێت، بڵێت:" گایز! بێجگە لەم ئەکاونتە، هیچ ئەکاونتێکی ترم نییە". 🙌🏻🐸	yes (+)	neutral	no (-)	no (-)	other
1270027883046551552	Jun 08 2020	من نەمگەرەک‌ وێ تا 28ساڵەیی ژن بخوازم ئەشێ چی بکەم؟ فرە ژیان قۆڕ نییە، ئەمان وەم قانوونانە قۆڕتری ئەکەن.	yes (+)	negative	no (-)	no (-)	other
1270067628833492992	Jun 08 2020	کاتێک داواى ئاسوودەیى لە خوا ئەکەیت، لەناکاو هەندێک مرۆڤ لە دەورت نامێنن و ون‌ ئەبن. 💕🙏🏻	yes (+)	neutral	no (-)	no (-)	other
1270010043711328257	Jun 08 2020	هەمیشە عەقڵت لەپێش دڵت بێت، ئەگینا بە دۆڕاو لە قەڵەم‌ دەدرێیت. 🖤	yes (+)	neutral	no (-)	no (-)	other
1269888611522142208	Jun 08 2020	ئەگەر ببیتە پۆڵا، دونیا بدەی بە کۆڵا، ئەبێت بڕزیت لە ژێر ئەم خۆڵا.	yes (+)	negative	no (-)	no (-)	other
1270098257230864384	Jun 08 2020	شتانێکی زۆر هەن کە مرۆڤ هیچی پێ‌ناکرێ، بەرامبەریان بێدەنگ نەبێ.	yes (+)	neutral	no (-)	no (-)	other
1270110093812604929	Jun 08 2020	هەتا ئەگەر نەتوانین پێکەوە بین لە کۆتاییدا، من هێشتا ئاسوودەم کەوا تۆ بەشێک بووی لە ژیانم. 🖤	yes (+)	mixed	no (-)	no (-)	other
1269952169408630784	Jun 08 2020	جوانی 🥀🌟 ئەوەیە بە ناو خەڵک‌دا بڕۆی بۆنی ئەخلاقت لێ‌ بێت.🙂	yes (+)	positive	no (-)	no (-)	other
1270014071606333447	Jun 08 2020	کێشەیێکۆ هەس بێ تەک خوەما حەلی کە، بە مێنشێن جواونەدان درووس ناوێت.	yes (+)	negative	no (-)	no (-)	other
1270066701359632385	Jun 08 2020	لە ژیاندا وەکوو ڕێبوارێک وا بە؛ لە دوای خۆت جێ‌پێیەکی جوان جێ بهێلە. ئێمە لەم دنیایە میوانین. میوانیش هەر دەبێت بڕوات.	yes (+)	positive	no (-)	no (-)	other
1269959753544933376	Jun 08 2020	نامەیەک بۆ ئیبلیس: شتەکان بەو شێوازە ئەڕوات کە تۆ ئەتویست. بە شێوازک ئەڕوات کە خەڵک لە جەنابت خراپتریان لێ بەسەر هات.	yes (+)	negative	no (-)	no (-)	other
1270017664384106496	Jun 08 2020	دڵت بۆ لێدان دروست‌ کراوە و ڕوخسارت بۆ پێکەنین دروست‌ کراوە و ژیانیشت تەنیا موڵکی خۆتە.	yes (+)	positive	no (-)	no (-)	other
1270009882171904001	Jun 08 2020	ئێوارەیەک هەرچی قسەی دڵم هەیە ئەینووسمەوە وچاوەڕێت ئەبم. ئەگەر نەهاتی لەگەڵ خۆر ئاوا دەبم. 💔🙂	yes (+)	negative	no (-)	no (-)	other
1270088165810933760	Jun 08 2020	داوای لێبوردن زۆر مەکە هەتا خەتای خۆت نەبێ.	yes (+)	neutral	no (-)	no (-)	other
1270035050336313344	Jun 08 2020	دایکم خەم بۆ من دەخوات لە ژیاندا؛ من خەمی ژیانمە بە بێ دایکم.	yes (+)	negative	no (-)	no (-)	other
1269988946970361856	Jun 08 2020	برادەری من ئاشق ئەبێ، منیش خەمی ئەوەمە قژم وشک‌ بۆتەوە!	yes (+)	negative	no (-)	no (-)	other
1270064391438950400	Jun 08 2020	ئەختەر سەمەر، یەکەم کەسێک نییە کە بە دەستی لقە دەستکردەکانی پەکەکە لە کوردستانی ڕۆژهەڵات دەکوژرێت. دڵنیا بن کۆتاهەمین کەسیش نابێت.	yes (+)	negative	no (-)	no (-)	other
1270051543606333442	Jun 08 2020	هەموو کەسێک دەتوانێ وا لە دەوروبەری بکا پێی پێبکەنن؛ بەڵام کەمن ئەوانەی وا لە دەوروبەریان بکەن ڕێزی لێ بگرن.	yes (+)	neutral	no (-)	no (-)	other
1269985633864474625	Jun 08 2020	ئەگەر تووشی کۆرۆنا بم، دڵنیام داکم و بابم دەڵێن:"هەموو خەتای ئەو تەلەفۆنەیە"!	yes (+)	neutral	no (-)	no (-)	other
1269979344576950273	Jun 08 2020	باشە لۆ هەندێک لە خاوەن دووکان و دوکتۆرەکان دەڵێن:"دایە"؟ نازانن بڵێن خاتوون یان بەڕێز؟😳 ئەوڕۆ دوکتۆرەک پێی گوتم:" دایە".	yes (+)	negative	no (-)	no (-)	other
1269976574088142849	Jun 08 2020	ئاخ مناڵی سپۆیڵد و هیچ نەدیو چەن تێنەگەشتوو چەن ناشیرین چەن بێ سوود	yes (+)	negative	no (-)	no (-)	other
1269940370319777793	Jun 08 2020	یادى بە خێر 😄 بە مناڵى خەونەکانمان چەند گەورە بوون 😅😅💔💔💔💔	yes (+)	mixed	no (-)	no (-)	other
1270127761965944834	Jun 08 2020	مەرج نییە هەرکەس بەئاراستەی تۆ ڕوانییی مەبەستی تۆبێت،توشی وەهم مەبە	yes (+)	negative	no (-)	no (-)	other
1270040509105528832	Jun 08 2020	عەشقی ڕاستەقینە وەک و نوێژ وایە ، دوای ئەوەی نیەتت هێنا نابێ سەیری دەور و بەرت بکەی	yes (+)	neutral	no (-)	no (-)	other
1269898737775710208	Jun 08 2020	ئە گەر لە نێوان من و کە سیکی تردا سەرت لێ شێوا ئەوا من هەڵ مەبژێرە	yes (+)	negative	no (-)	no (-)	other
1269965784643702787	Jun 08 2020	زۆر دژی شتێک بیت دەبیت بەبەشێک لەو0 لام وابێ لەو دێڕە جوانتر هەر ئەو دێڕەیە0	yes (+)	positive	no (-)	no (-)	other
1270046772174479361	Jun 08 2020	هەنێک ئەکاونت ئیشیان بەس تەئلیق و قسەی بێتامە خۆشیان ناوێرن ڕەسمێک پۆست بکەن 😏 بۆ خۆت بژی و گوێیان پێمەیە😉	yes (+)	mixed	no (-)	no (-)	other
1269888053876862981	Jun 08 2020	بەس تێبگەم یەکەک کۆمێنتەکت لۆ بکات یان پیرۆزباییەکانی ڕۆژی لە دایک بوونت هەموو پۆست دەکەیەوە چ سودەکی هەیە؟🥺	yes (+)	negative	no (-)	no (-)	other
1270076446279643139	Jun 08 2020	بە درۆی پیاوە گەورەکان ئەڵێن سیاسەت	yes (+)	negative	no (-)	no (-)	other
1270064420496998403	Jun 08 2020	چەن جوانن ئەوانەی کاتێک دەبینن ڕەخنە لە کورد تاک یا بە گشتی دەگیرێ دێن دەڵێن تۆ چت کردووە بۆ کورد😁😁😁	yes (+)	mixed	no (-)	no (-)	other
1270087923745120259	Jun 08 2020	ئەگەر بێتو قلەکەت بە کۆرۆنای بمریت گۆریشی نابێت جار جار گوڵی بۆ ببەیە سەر گۆڕ😭	yes (+)	negative	no (-)	no (-)	other
1270045805945270272	Jun 08 2020	بە قاچاخی نەوت شوکر بووین قاچاخی کۆرۆنای هاتە سەر😂 جاران نەوت بەرانبەر بە خۆراک بوو ئێستا نەوت بەرامبەر بە کۆرۆنا😀	yes (+)	mixed	no (-)	no (-)	other
1269912175142977536	Jun 08 2020	ئەم بە ناو مۆدێل و میدیاکارانەی ئێمە توشی کۆرۆنای بن، ئەبێ چیان لێبێت شکڵ و شێوەیان ئەڵێم	yes (+)	neutral	no (-)	no (-)	other
1270017967292665857	Jun 08 2020	ئەمساڵ ئەبێ بە ساڵی وەرەسە دابەش کردن وابزانم ئەم کۆرۆنایە پیری تیا ناهێڵێ سودێکی تریشی هەیە کۆمەڵگا پاک ئەکاتەوە تەعیناتیش ئەکرێتەوە 😁	yes (+)	mixed	no (-)	no (-)	other
1270096016474345473	Jun 08 2020	خۆش ئەوەیە لەناو کۆمەڵێک بەشەری ڕق ئەستور و دونیایەکی ناشرینکراودا تۆ سەرقاڵی ئاسودەیی خۆت و خەریکی خۆشویستنی بیت🌸	yes (+)	positive	no (-)	no (-)	other
1270108919617261570	Jun 08 2020	میوت کردنی کەسانێک واتە سەرسوکی و هەست کردن بە ئیسراحەت 😂	yes (+)	negative	no (-)	no (-)	other
1270140139226963969	Jun 08 2020	ئەو کەسانەی بەقسەم ئەکەن لام زۆر شیریننننننن	yes (+)	positive	no (-)	no (-)	other
1270117803132100609	Jun 08 2020	گەورەترین هەڵەی ژیانم ئەوەبوو وامدەزانی ئەو کەسانەی خۆشمدەوێن ئەوانیش بەقەد خۆشەویستی من بۆیان خۆشیاندەوێمەوە 🙃	yes (+)	negative	no (-)	no (-)	other
1269887418397872128	Jun 08 2020	✿ هەندێ شت هەن بەپارە ناکڕێن بۆنموونە تێگەیشتین،کەسایەتی،ڕەوشت 🖤🌻	yes (+)	neutral	no (-)	no (-)	other
1269989596089192448	Jun 08 2020	ئە گە ڕ دە تە ویت دڵت خۆش بیت ئە و هە میشە دوعالە خواگیان بکا ئارامی دڵە 👐👐	yes (+)	positive	no (-)	no (-)	other
1269981347071885314	Jun 08 2020	خۆزگە هە مو شتەکان وەک سە ڕەتا بە جوانی ئەمانەوە بە ڵام مادەم سەرەتای هە بێ بێگومان کۆتاییشی ئەبێت	yes (+)	negative	no (-)	no (-)	other
1270454594305503234	Jun 09 2020	دەڵێی کاسەی قەرەچیان ئاو بردوویەتی	yes (+)	neutral	no (-)	no (-)	other
1270482884328071168	Jun 09 2020	من کرۆنام خۆش ئەوەی بۆ ڕەنگە وەکو ئەوانەی خۆشمان ئەوەی بە جیمان بیڵن	yes (+)	mixed	no (-)	no (-)	other
1270463550767710208	Jun 09 2020	هەرگیز زیرەکی و جوانی لە کچێکا کۆ نابێتەوە 🤍🖇	yes (+)	neutral	no (-)	no (-)	other
1270399117513105408	Jun 09 2020	قسەکەت جوان بوو فەقەت گوم تێ کرد	yes (+)	negative	yes (+)	yes (+)	individual
1270463223549083650	Jun 09 2020	دونیا وەکوو دایکت نییە، بەیانییان خەبەرت‌ بکاتەوە و ئێواران بۆ نان خواردن بانگت بکات. دونیا بێ ڕەحمە، بێ ڕەحم.	yes (+)	negative	no (-)	no (-)	other
1270471166357102595	Jun 09 2020	بێ‌دەنگی حەوت پیتە، بەڵام هەندێک‌جار بەقەی هەموو دونیا ئازاری ڕۆحت دەدا.	yes (+)	negative	no (-)	no (-)	other
1270226131380244481	Jun 09 2020	ئەگەر پێیان وتی:" ئەگەر گوڵ نیت، دڕکیش مەبه"، ئەوا تۆش پێیان بڵێ:" دڕک ئازاری گوڵ نادات، بەڵکوو ئازاری ئەو کەسە دەدات کە ئازاری گوڵ دەدات".	yes (+)	positive	no (-)	no (-)	other
1270435791030845442	Jun 09 2020	هەڵە کردن سروشتی مرۆڤە و ئاساییە. بەڵام دووبارە‌کردنەوەی گەمژەیییە.	yes (+)	negative	no (-)	no (-)	other
1270387552864829443	Jun 09 2020	یەکترتان خۆش‌ بوێ! جیابوونەوە ئاگاداریی پێش‌وەختەی نییە.	yes (+)	mixed	no (-)	no (-)	other
1270263901754662912	Jun 09 2020	ئاگاداری کەسە بێدەنگەکان بە! ئەو کەسانە ئەوانەن کە بەڕاستی بیردەکەنەوە. تا زیرەکتر بیت، کەمتر قسە دەکەیت.🖤 ⠀⠀⠀⠀⠀⠀⠀	yes (+)	neutral	no (-)	no (-)	other
1270454983008411650	Jun 09 2020	وەرە ئینسان دڵی لە گۆرانیش پیس بێ. 😒💔😂	yes (+)	positive	no (-)	no (-)	other
1270372095487365127	Jun 09 2020	چەند جوانە ئینسان بگاتە ئەو قەناعەتەی بۆ هەموو شتێک بڵێ خەیری پێوەیە تەنانەت ئەوەشی لە دەستی داوە.✨	yes (+)	mixed	no (-)	no (-)	other
1270301884759396355	Jun 09 2020	ئێمەی کورد لە هەموو دونیا ئازادین, جگە لە نیشتیمانی خۆمان.	yes (+)	negative	no (-)	no (-)	other
1270283322875416576	Jun 09 2020	ئەم گەرمایە بە جدییەتی.🥴 کۆرۆنا لەم جەوەیا تەواو نەبێت، یانێ هیچ، وا ئێمەی توانەوە.	yes (+)	negative	no (-)	no (-)	other
1270263065594998786	Jun 09 2020	کچی جوان! وا نەزانی بە دوو وشە ئەتوانی ڕازیم‌ بکەیت. تەنها یەک وشە بەسە! 😂😂😂 ئەها دڵم چەند سافە! 😂#شەخسی	yes (+)	positive	no (-)	no (-)	other
1270447206395449352	Jun 09 2020	هندەک جاران ئەس شەرمێ بخۆ دبەم ، خودێ گەلەک یێ پێشکێشی من کری و من چ پێشکێشی وی نەکریە 💔😔 💛	yes (+)	negative	no (-)	no (-)	other
1270160008425209857	Jun 09 2020	ئەس پێتڤی ب گەشتەکێ مە، ڕوژەک بیت دوو ڕوژ بن ، حەفتیەک بیت ، دەھ سال ژی بن نە مشکیلەیە 🌝	yes (+)	positive	no (-)	no (-)	other
1270413373105209347	Jun 09 2020	ژن کە جوان بوو جوانییەکەی هەموو عەیبەکانی دەشارێتەوە. ئەسڵەن جوانی، بیر و هۆشی پیاو دەبات.	yes (+)	positive	no (-)	no (-)	other
1270330912174157835	Jun 09 2020	مرۆڤ ئەوکات دەگاتە لووتکەی جوانی، کە خاوەن عەقڵێکی دانا و دڵێکی میهرەبان و نەفسێکی ئارامگر بێت. 🖤	yes (+)	positive	no (-)	no (-)	other
1270454339782488070	Jun 09 2020	یانێ چی من ئەوەم خۆش‌ ناوێ، تۆش نابێ خۆشت‌ بوێ؟ قوماری منداڵانە؟	yes (+)	negative	no (-)	no (-)	other
1270416554493202432	Jun 09 2020	کە ئاوڕ ئەیەیتە دوواوە و ئەبینی کەس نەماوە، ئەوکات لە هەموو کەس زیاتر هەست بە بوونی خوا ئەکەیت.	yes (+)	mixed	no (-)	no (-)	other
1270322131407077376	Jun 09 2020	کە جلە ڕەشەکەت لەبەر ئەکەیت، جوانتریت. ڕێک لەو گوڵە ڕەشانە دەچیت کە زۆر دەگمەنن. 🖤🥀	yes (+)	mixed	no (-)	no (-)	other
1270324516619763712	Jun 09 2020	ئەمەوێ موراجعە بکەم، بەڵام مێشکم سەوزەڵێ خانم ئەڵێت!	yes (+)	mixed	no (-)	no (-)	other
1270452290625953793	Jun 09 2020	باوەڕ کەن زۆر شت بووە. زۆریش بێ‌هیواین. بەس ناکرێ چۆن بین، وا هەڵسوکەوت کەین. هەموو دونیا تێک‌ ئەچێت.	yes (+)	negative	no (-)	no (-)	other
1270445084274839554	Jun 09 2020	ئەگەر ویستت دوژمنت ئازار بدەی، ئەوا لێی‌ خۆش‌ بە لەو کارانەی بەرامبەرت کردوویەتی. 🙂	yes (+)	negative	no (-)	no (-)	other
1270480875319373826	Jun 09 2020	هەندێک بە ناو بابەت و تەوەری لاوەکی لەم تویتێرەدا هەیە تا چیلکەی تێوەژێنی، بۆنی ناخۆشی زیاتر جەوەکە قڕ دەکا!	yes (+)	negative	no (-)	no (-)	other
1270455270158843904	Jun 09 2020	دایە گیان! بۆنی هەناسەکەی تۆ لە گوڵی بەهار خۆش‌ترە لە لام. دایە گیان! تەنیا خۆشەویستیی تۆ بۆم باس ناکرێ، ئەفسانەیە لە لام.💗💎	yes (+)	positive	no (-)	no (-)	other
1270226351908360192	Jun 09 2020	خەیاڵی پووچی دنیا وا دەماغ و دڵمی پێچاوە/ قیامەت مەگەر هەر ڕۆژی قیامەت بێتەوە فکرم. مەحوی	yes (+)	negative	no (-)	no (-)	other
1270359195288842244	Jun 09 2020	گەر خاوەنی شتێکی جوانیت بە دوای جوانتردا مەگەڕێ، لەوانەیە هەردووکی لە دەست‌ بدەیت. 🪐🖤	yes (+)	positive	no (-)	no (-)	other
1270482083828375553	Jun 09 2020	زۆر ناخۆشە کە دەڵێن تووش‌بووی کۆرۆنا لە گەڕەکی تۆ تۆمار کرایە.	yes (+)	negative	no (-)	no (-)	other
1270399148085428226	Jun 09 2020	قافیە هەرچەندە تکرارە بەڵام "ئەحمەد'' بەدڵ/ هەر بە یادی تاقی ئەبرۆی تۆیە جارجارە نوێژئەکا	yes (+)	neutral	no (-)	no (-)	other
1270269143879729153	Jun 09 2020	نیشتمانی من هەر بستە ڕایەخێکی تەنیشت تۆیە.🌍	yes (+)	neutral	no (-)	no (-)	other
1270472076680404993	Jun 09 2020	تەک ئەم مەهابادی‌گەلە قسە ئەکەم، هەر لە خوەمەو ئەکەنم، خۆ حاڵیم ناوێ چە ئێژن!	yes (+)	mixed	no (-)	no (-)	other
1270422358596124674	Jun 09 2020	بوێریی ئەوێت کە جیاواز بیت. بوێریی ئەوێت بە ڕێگایەکدا بچیت کە پێشتر پێیدا نەچووبیت.	yes (+)	neutral	no (-)	no (-)	other
1270431114524413953	Jun 09 2020	کەرێک کورتانی زێڕ و تەڵا بێت/ خواردنی شەکر بە جێی گیا بێت/ ئەگەر سوقراتیش بێتە مەیتەری/ قەد تەرکی ناکات ڕەوشتی کەری	yes (+)	neutral			
1270225070649217024	Jun 09 2020	تۆ ڕۆح سووکی وەک خەونی خۆش، وەک هەناسە/ جێ ناگری له تۆی شێعرا، چەشنی تاسە. سوارە ئیلخانیزادە	yes (+)	positive	no (-)	no (-)	other
1270151969018126338	Jun 09 2020	کەس گرنگیت پێ نادات، مەگەر جوان‌ بیت یا لە حاڵەتی مردن بیت.	yes (+)	negative	no (-)	no (-)	other
1270243348075483136	Jun 09 2020	بە میووت کردنی پێنج شەش نەفەر، کۆتایی بە جنێوفرۆشی و شەڕەحیزبی، لە تایملاینمان بێنین. 🚶	yes (+)	negative	no (-)	no (-)	other
1270446980750327810	Jun 09 2020	باشە ئەو شتانەی من حەزم لێیە، بۆ دوای ماوەیەک هەموو دنیا حەزی لێ‌ ئەکات؟🤨هەست‌ئەکەم کێشەکە لە منەوەیە!😁	yes (+)	neutral	no (-)	no (-)	other
1270402778029068288	Jun 09 2020	کەس وەکوو ئاوێنە بە وردی ناژمێرێ خاڵی ڕووت/ بۆیە ئاواتم بوو من ئەو ئاوێنە بەستە زمانە بام. مام هێدی	yes (+)	neutral	no (-)	no (-)	other
1270389136382480384	Jun 09 2020	خۆر مەفرۆشە بۆ کڕینی مۆم.	yes (+)	neutral	no (-)	no (-)	other
1270210978328821762	Jun 09 2020	هەرگیز بێ‌هیوا مەبە. 🙂 تاریکترین کاتی شەو 🌚 کاتژمێرێک پێش خۆرهەڵهاتنە. ✨	yes (+)	positive	no (-)	no (-)	other
1270421794038702082	Jun 09 2020	🙌قەدری ئەو کەسە بزانە کە خۆشی دەوێی، نەک ئەوەی خۆشت دەوێ. 🧡	yes (+)	neutral	no (-)	no (-)	other
1270362945948733448	Jun 09 2020	ئەگەر دڵخۆشیت لەگەڵ کەسێک و خۆشت دەوێ، پێویست ناکات لە سۆشیاڵ میدیا پۆستی لەسەر بکەی. خۆشەویستی هەستێکی تایبەتە. لە شوێنی گشتی باسی مەکە.	yes (+)	neutral	no (-)	no (-)	other
1270505367215235079	Jun 09 2020	هەڵەکانم بە خۆم بڵێ نەک بەخەڵکی. چوونکە ئەوەی کە دەتوانێت هەڵەکانم ڕاست‌بکاتەوە، خۆمم نەوەک ئەوان.	yes (+)	positive	no (-)	no (-)	other
1270499453905121281	Jun 09 2020	هەر یار خۆمم گەرەکە/ پێت ئێژم بێ وە ڕێوە/ بۆت باس‌کەم وەدەم ڕێوە 😍	yes (+)	positive	no (-)	no (-)	other
1270486065791610882	Jun 09 2020	فلاش باکی سناپم بۆ یەتەوە کە ساڵێکە پۆلی شەشم، ڕێک خەریکە دڵم ئەوەستێ. ئەڵێی بە تەما نییە تەواو بێ.💔🌚	yes (+)	negative	no (-)	no (-)	other
1270395157553254401	Jun 09 2020	ئەو پەرێشانییەی شەوانی درێژ و خەمی دڵ، هەمووی لە سایەی قژی نیگار کۆتایی پێهات.	yes (+)	positive	no (-)	no (-)	other
1270266701008064512	Jun 09 2020	شەو و ڕۆژ خەمى خۆم بنووسمەوە تەواو نابێت/ هەزاران مۆم داگیرسێنم ژوورى تەنیام ڕووناک نابێت	yes (+)	negative	no (-)	no (-)	other
1270472480201662464	Jun 09 2020	ژیان هەمووی درۆیە.	yes (+)	negative	no (-)	no (-)	other
1270458246126592004	Jun 09 2020	پێکەنیم. چوونکە دەمزانی دوێنێ ناگەڕێتەوە. با شیرازەی ئەمڕۆش تێک نەدات. نەباداش بەیانیشم نەبێ بە شووم.	yes (+)	negative	no (-)	no (-)	other
1270453530705436672	Jun 09 2020	تویتەرم وەکی کۆرانە شەعبیەکانی جاران دێتە پێش‌چاوی. بەس بە موسەقەفییە.	yes (+)	neutral	no (-)	no (-)	other
1270351053955969031	Jun 09 2020	ئیهمالم نەکردوویت. تەنها هەوڵی ئەوە دەدەم هەلێکت بدەمێ بۆ ئەوەی تۆ بیرم بکەیت. بۆ تەنیا جارێک، تۆ یەکەم‌جار، نامەم بۆ بنێریت.	yes (+)	neutral	no (-)	no (-)	other
1270347503704178688	Jun 09 2020	هەر کارێک بکەم هەر حاڵم خراپە. بۆیە بەردەوام سەری خۆم دەدەم لە دیوارەکە و هیچ شتێ باش نابێ.	yes (+)	negative	no (-)	no (-)	other
1270453859014660096	Jun 09 2020	ئەمەوێ ڕۆژە خۆشەکانی من ببنە ئەشکەنجەی گیانت. ئارامییەکانی من، تۆ تا دەمی مردن بەرێ.	yes (+)	negative	no (-)	no (-)	other
1270354418379210754	Jun 09 2020	ژن مەکوژن! دەنا دڵۆپێک عەشق نابارێت. ژن مەکوژن! دەنا مانگ ماڵەکەی دەباتەوە ئەشکەوت.💙✨	yes (+)	negative	no (-)	no (-)	other
1270500375293038593	Jun 09 2020	باسی زەمان بە خراپە دەکەین. بەڵام ئەگەر زەمان، زمانی هەبوایە، دەیگووت:" ئەمن نیمە، خۆتانن."	yes (+)	negative	no (-)	no (-)	other
1270484050411585537	Jun 09 2020	سینگم بەجۆرێ گرانە دەڵێى هەموو چیاکانى شارى لەخۆ گرتتوە 💔💔	yes (+)	negative	no (-)	no (-)	other
1270349421692190722	Jun 09 2020	ئەو کەسانەی کەوا دەڵێی خۆزگە زوتر هاتبانە ژیانم دوای ماوەیەک دەڵێی خۆزگە هەر بونیان نەبووایە	yes (+)	negative	no (-)	no (-)	other
1270494398279831553	Jun 09 2020	هەموو ڕۆژی ئاواتەخوازم ئەم نیشتمانە بۆگەنە بەجێ بهێلم	yes (+)	negative	no (-)	no (-)	other
1270449674470789121	Jun 09 2020	هەندەک کەس هەیە باش ناینانسم بەس لە خۆمەوە دەکەویتە ناو درمم زۆرم خۆش دەوێن ئەو نەوعە کەسانە 💛🍯	yes (+)	positive	no (-)	no (-)	other
1270415715137466369	Jun 09 2020	وەی توخوا زۆرم حەز لەشاییە ڤێجا بەخۆشم سەرچۆپی بگرم 🥺	yes (+)	positive	no (-)	no (-)	other
